술이름,기준가_TWD,정가_TWD,환율_TWDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
蘇格登 12年 甜醺三桶,1200.0,,47.9489,57539,147042,122535,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-12年-甜醺三桶-the-singleton-glen-ord-12y-sweet-revelry-triple-wine-cask,
麥卡倫 18年雪莉雙桶 (2023年),9500.0,10800.0,47.9489,455515,1164078,970065,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-18年雪莉雙桶-2023年-the-macallan-double-cask-18y-2023,할인중
麥卡倫 18年雪莉雙桶 (2024年),9500.0,10800.0,47.9489,455515,1164078,970065,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-18年雪莉雙桶-2024年-the-macallan-double-cask-18y-2024,할인중
格蘭帝 坎貝爾鎮嘉年華 2026,2250.0,2480.0,47.9489,107885,275702,229752,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭帝-坎貝爾鎮嘉年華-2026-glen-scotia-campbeltown-festival-2026-limited-edition,할인중
托摩 傳承系列 #44038 2009 VINTAGE 台灣單桶,3850.0,4000.0,47.9489,184603,471757,393131,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/托摩-傳承系列-44038-2009-vintage-台灣單桶-tormore-legacy-casks-44038-2009-vintage,할인중
托摩 傳承系列 #44034 2009 VINTAGE 台灣單桶,3850.0,4000.0,47.9489,184603,471757,393131,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/托摩-傳承系列-44034-2009-vintage-台灣單桶-tormore-legacy-casks-44034-2009-vintage,할인중
美國時代(金標)波本威士忌,530.0,600.0,47.9489,25413,64943,54120,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/美國時代金標波本威士忌-early-times-gold-label-kentucky-straight-bourbon-whiskey,할인중
美國時代(白標)波本威士忌,380.0,450.0,47.9489,18221,46564,38803,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/美國時代白標波本威士忌-early-times-white-label-kentucky-straight-bourbon-whiskey,할인중
薩澤拉 黑麥威士忌,1350.0,1500.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/薩澤拉-黑麥威士忌-sazerac-rye-straight-rye-whiskey,할인중
山蹄士 白雪公主系列 NO.13,2600.0,3000.0,47.9489,124667,318589,265491,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/山蹄士-白雪公主系列-no-13-santis-malt-snow-white-no-13,할인중
詩貝 12年原酒 金色薄霧處女桶,1780.0,1880.0,47.9489,85349,218111,181759,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/詩貝-12年原酒-金色薄霧處女桶-spey-golden-mist-12y-cask-strength,할인중
齊克倫 重泥煤原酒系列 Batch 12,1800.0,3000.0,47.9489,86308,220562,183802,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊克倫-重泥煤原酒系列-batch-12-kilkerran-heavily-peated-batch-12-single-malt-scotch-whisky,할인중
三郎丸蒸餾所貯藏梅酒(紅),980.0,1150.0,47.9489,46990,120084,100070,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/三郎丸蒸餾所貯藏梅酒紅-saburomaru-distillery-ume-in-whisky,할인중
NIKKA 弗朗提亞威士忌,699.0,780.0,47.9489,33516,85651,71376,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/nikka-弗朗提亞威士忌-nikka-frontier-whisky,할인중
麥卡倫 HARMONY系列 紫月橡木,6990.0,8000.0,47.9489,335163,856516,713763,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-harmony系列-紫月橡木-the-macallan-harmony-collection-guardian-oak,할인중
京都威士忌 西陣織 七寶琉璃 水楢桶 (藍),1880.0,2080.0,47.9489,90144,230365,191971,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/京都威士忌-西陣織-七寶琉璃-水楢桶-藍-the-kyoto-blended-whisky-mizunara-cask,할인중
京都威士忌 西陣織 雪莉桶 午馬,1980.0,2080.0,47.9489,94939,242619,202182,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/京都威士忌-西陣織-雪莉桶-午馬-the-kyoto-whisky-sherry-cask-2026,할인중
慕赫 16年,2580.0,3050.0,47.9489,123708,316138,263449,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-16年-mortlach-16y-2-81-distilled,할인중
布萊迪 15年,2350.0,2500.0,47.9489,112680,287956,239963,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-15年-bruichladdich-15y-single-malt-whisky,할인중
布萊迪 12年 馬年禮盒,1350.0,1670.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-12年-馬年禮盒-bruichladdich-12y-year-of-the-horse-limited-edition,할인중
布萊迪 12年,1350.0,1670.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-12年-bruichladdich-12y-single-malt-whisky,할인중
格蘭傑 12年,880.0,1025.0,47.9489,42195,107830,89858,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭傑-12年-glenmorangie-12y,할인중
格蘭多納 30年單桶原酒 1993#7275,33000.0,35800.0,47.9489,1582314,4043635,3369696,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-30年單桶原酒-1993-7275-glendronach-cask-bottling-1993-7275-30y,할인중
格蘭多納 30年單桶原酒 1992#6095,33000.0,35800.0,47.9489,1582314,4043635,3369696,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-30年單桶原酒-1992-6095-glendronach-cask-bottling-1992-6095-30y,할인중
格蘭多納 31年單桶原酒 1993#6325,38000.0,42000.0,47.9489,1822058,4656306,3880255,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-31年單桶原酒-1993-6325-glendronach-cask-bottling-1993-6325-31y,할인중
NIKKA 意志調和威士忌禮盒,2250.0,2650.0,47.9489,107885,275702,229752,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/nikka-意志調和威士忌禮盒-nikka-tailored-whisky-limited-gift-box,할인중
格蘭多納 大師詠選系列第二樂章 雋永泥煤,2300.0,2500.0,47.9489,110282,281828,234857,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-大師詠選系列-第二樂章-雋永泥煤-glendronach-masters-anthology-ode-to-the-embers-sherry-smoke,할인중
皇家禮炮 21年 王者之冠限定版 繁盛金冠與鋒芒金冠,9600.0,,47.9489,460309,1176329,980274,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-21年-王者之冠限定版-繁盛金冠與鋒芒金冠-royal-salute-21y-the-harris-reed-edition-ii,
忍 將軍 純麥威士忌,2950.0,3100.0,47.9489,141449,361476,301230,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/忍-將軍-純麥威士忌-shinobu-shogun-pure-malt-whiskey,할인중
忍 將軍 調和威士忌,1950.0,2100.0,47.9489,93500,238941,199118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/忍-將軍-調和威士忌-shinobu-shogun-blended-whiskey,할인중
麥卡倫 CLASSIC CUT 2025,3900.0,4500.0,47.9489,187001,477885,398237,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-classic-cut-2025-the-macallan-classic-cut-2025,할인중
詩貝 × 畢卡索 靈感系列《夢》2012,1550.0,1599.0,47.9489,74321,189929,158274,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/詩貝-畢卡索-靈感系列-夢-2012-spey-picasso-the-dream-2012,할인중
響 花開富貴禮盒版,2688.0,3000.0,47.9489,128887,329373,274478,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/響-花開富貴禮盒版-hibiki-japanese-harmony-whisky-limited-edtion,할인중
齊侯門 100%艾拉 11年雪莉桶,2780.0,3000.0,47.9489,133298,340646,283871,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-100-艾拉-11年雪莉桶-kilchoman-100-islay-sherry-cask-matured-11y,할인중
齊侯門 100%艾拉 第15版,2650.0,2880.0,47.9489,127065,324717,270598,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-100-艾拉-第15版-kilchoman-100-islay-the-15th-edition,할인중
齊侯門 馬齊爾灣 桶裝強度原酒 2025,2180.0,2380.0,47.9489,104529,267126,222605,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-馬齊爾灣-桶裝強度原酒2025-kilchoman-machir-bay-cask-strength-2025,할인중
坦杜 雪莉桶原酒 生肖系列 火馬年限定版,2580.0,2980.0,47.9489,123708,316138,263449,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-雪莉桶原酒-生肖系列-火馬年限定版-tamdbu-sherry-oak-casks-year-of-the-horse-limited-edition,할인중
麥卡倫 18年雪莉桶 (2025年),11800.0,13000.0,47.9489,565797,1445906,1204921,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-18年雪莉桶-2025年-the-macallan-sherry-oak-18y-2025,할인중
高原騎士 18年 御馬迎春禮盒,3680.0,4095.0,47.9489,176452,450927,375772,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-18年-御馬迎春禮盒-highland-park-18y-year-of-the-horse-limited-edition,할인중
高原騎士 12年 御馬迎春禮盒,1080.0,1280.0,47.9489,51785,132338,110281,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士-12年-御馬迎春禮盒-highland-park-12y-year-of-the-horse-limited-edition,할인중
齊克倫 16年 2025版,4250.0,6000.0,47.9489,203783,520772,433976,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊克倫-16年-2025版-kilkerran-16y-2025-edition,할인중
汀士頓 蛻變系列#5 織夢者,3300.0,,47.9489,158231,404362,336969,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/汀士頓-蛻變系列-5-織夢者-deanston-transformation-series-edition-5-the-weaver,
詩貝 × 畢卡索《繆思的禮讚》限量典藏木盒套組,132000.0,,47.9489,6329255,16174538,13478781,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/詩貝-畢卡索-繆思的禮讚-限量典藏木盒套組-spey-picasso-the-muses-tribute-limited-set,
大摩璀璨18年 馬年新春禮盒,7200.0,8000.0,47.9489,345232,882247,735206,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-18年-2026限定版禮盒-the-dalmore-18y-2026-cny-limited-edition,할인중
大摩 亞歷山大紀念款 馬年新春禮盒,4990.0,5500.0,47.9489,239265,611446,509539,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-亞歷山大紀念款-馬年新春禮盒-the-dalmore-king-alexander-iii-year-of-the-horese-limited-edition,할인중
大摩 15年 2026限定版禮盒,2780.0,3050.0,47.9489,133298,340646,283871,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-15年-2026限定版禮盒-the-dalmore-15y-2026-cny-limited-edition,할인중
塔木嶺 雪莉三桶 2026馬年限定包裝,690.0,760.0,47.9489,33085,84549,70458,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/塔木嶺-雪莉三桶-2026馬年限定包裝-tamnavulin-sherry-cask-edition-year-of-the-horse-limited-edition,할인중
NIKKA 一甲威士忌原酒 限量三入組,8800.0,10350.0,47.9489,421950,1078302,898585,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/nikka-一甲威士忌原酒-限量三入組-nikka-from-the-barrel-assort-set,할인중
皇家禮炮21年 王者之鑽 2026限定組合,6300.0,6830.0,47.9489,302078,771966,643305,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮21年-王者之鑽-2026限定組合-royal-salute-21y-blended-grain-scotch-whisky-1-08l-mini-size-giftbox-set,할인중
皇家禮炮21年 王者之鑽 (1.08L),3668.0,3850.0,47.9489,175877,449457,374548,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮21年-王者之鑽-1-08l-royal-salute-21y-blended-grain-scotch-whisky-1-08l,할인중
慕赫 無界系列#1 破曉,3550.0,3680.0,47.9489,170219,434998,362498,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-無界系列-1-破曉-mortlach-neverbound-collection-release-1-edition,할인중
帝亞吉歐 2025年度原酒臻選系列套組 四境珍釀,46800.0,49800.0,47.9489,2244009,5734610,4778842,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝亞吉歐-2025年度原酒臻選系列套組-四境珍釀-diageo-special-releases-cask-strength-2025-limited-set,할인중
THE NIKKA 一甲 雙境 限量版威士忌,45000.0,48000.0,47.9489,2157700,5514046,4595038,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/the-nikka-一甲-雙境-限量版威士忌-the-nikka-limited-2025,할인중
詩貝 × 畢卡索 最終章《奧莉維亞》1996年單一麥芽蘇格蘭威士忌原酒,28800.0,,47.9489,1380928,3528989,2940824,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/詩貝-畢卡索-最終章-奧利維亞-1996年單一麥芽蘇格蘭威士忌原酒-spey-picasso-fernande-olivier-1996,
約翰走路 金牌珍藏 2026限定版禮盒,950.0,1065.0,47.9489,45551,116406,97005,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-金牌珍藏-2026限定版禮盒-johnnie-walker-gold-label-reserve-2026-cny-limited-edition,할인중
約翰走路 XR 21年 馬年限定版,2650.0,3100.0,47.9489,127065,324717,270598,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-xr-21年-馬年限定版-johnnie-walker-xr-21y-year-of-the-horse-limited-edition,할인중
約翰走路 藍牌 馬年限定版,5688.0,5800.0,47.9489,272733,696975,580812,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-藍牌-馬年限定版-johnnie-walker-blue-label-year-of-the-horse-limited-edition,할인중
慕赫 12年 2026限定版禮盒,1480.0,1620.0,47.9489,70964,181350,151125,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-12年-2026限定版禮盒-mortlach-12y-2-81-distilled-2026-cny-limited-edition,할인중
慕赫 16年 2026限定版禮盒,2580.0,3050.0,47.9489,123708,316138,263449,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-16年-2026限定版禮盒-mortlach-16y-2-81-distilled-2026-cny-limited-edition,할인중
蘇格登 深焙16年 2026限定版禮盒,2080.0,2450.0,47.9489,99734,254872,212394,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-深焙16年-2026限定版禮盒-singleton-glen-ord-16y-deep-charred-casks-2026-cny-limited-edition,할인중
齊克倫 重泥煤原酒系列 Batch 11,1800.0,3000.0,47.9489,86308,220562,183802,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊克倫-重泥煤原酒系列-batch-11-kilkerran-heavily-peated-batch-11-single-malt-scotch-whisky,할인중
尊美醇 黑桶 愛爾蘭威士忌,728.0,880.0,47.9489,34907,89206,74338,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/尊美醇-黑桶-愛爾蘭威士忌-jameson-black-barrel-irish-whiskey,할인중
威勒 12年小麥波本威士忌 馬年限定禮盒,2900.0,3800.0,47.9489,139052,355350,296125,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/威勒-12年小麥波本威士忌-馬年限定禮盒-w-l-weller-12y-wheated-bourbon-whiskey-year-of-the-horse-limited-edition,할인중
格蘭多納 12年 馬年紀念禮盒,1250.0,,47.9489,59936,153168,127640,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-12年-馬年紀念禮盒-glendronach-12y-year-of-the-horse-limited-edition,
NIKKA 一甲威士忌原酒 限量雙入組,2500.0,2950.0,47.9489,119872,306335,255279,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/nikka-一甲威士忌原酒-限量雙入組-nikka-from-the-barrel-extra-marriage,할인중
百富故事系列 12年蒙地亞甜酒桶,1750.0,1880.0,47.9489,83911,214436,178697,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富故事系列-12年蒙地亞甜酒桶-the-balvenie-a-collection-of-curious-casks-limited-edtion-12y-montilla-wine-seasoned-cask,할인중
艾柏迪 25年,13800.0,15500.0,47.9489,661695,1690975,1409146,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾柏迪-25年-aberfeldy-25y,할인중
皇家禮炮 23年 福爾摩沙第三版,3750.0,4400.0,47.9489,179808,459503,382919,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-23年-福爾摩沙第三版-2024春節禮盒-royal-salute-23y-taiwan-exclusive-blend-special-edition-2024-cny-gift-box,할인중
皇家禮炮 26年 王者品桶系列第三代 COLHEITA波特桶,11880.0,,47.9489,569633,1455709,1213090,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-26年-王者品桶系列第三代-colheita波特桶-royal-salute-26y-colheita-port-cask-finish,
格蘭哥尼 16年水楢桶,9000.0,9980.0,47.9489,431540,1102809,919008,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-16年-水楢桶-glengoyne-16y-mizunara-oak-casks,할인중
百齡罈 18年 格蘭伯吉 單一麥芽威士忌,2200.0,2380.0,47.9489,105488,269577,224647,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百齡罈-18年-格蘭伯吉-單一麥芽威士忌-ballantines-glenburgie-18y-single-malt-scotch-whisky,할인중
百齡罈 15年 格蘭伯吉 單一麥芽威士忌,1450.0,1550.0,47.9489,69526,177675,148063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百齡罈-15年-格蘭伯吉-單一麥芽威士忌-ballantines-glenburgie-15y-single-malt-scotch-whisky,할인중
百齡罈 12年 格蘭伯吉 單一麥芽威士忌,900.0,980.0,47.9489,43154,110281,91901,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百齡罈-12年-格蘭伯吉-單一麥芽威士忌-ballantines-glenburgie-12y-single-malt-scotch-whisky,할인중
格蘭多納 21年,7150.0,7900.0,47.9489,342835,876122,730101,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭多納-21年-glendronach-21y,할인중
布萊迪 奧特摩 16.3 艾雷島大麥,5980.0,6130.0,47.9489,286734,732754,610629,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-奧特摩-16-3-艾雷島大麥-bruichladdich-octomore-super-heavily-peated-16-3-edition,할인중
布萊迪 奧特摩 16.2 蘇格蘭大麥,5500.0,5700.0,47.9489,263719,673939,561616,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-奧特摩-16-2-蘇格蘭大麥-bruichladdich-octomore-16-2-scottish-barley,할인중
布萊迪 奧特摩 16.1 蘇格蘭大麥,4380.0,4580.0,47.9489,210016,536700,447250,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-奧特摩-16-1-蘇格蘭大麥-bruichladdich-octomore-16-1-scottish-barley,할인중
約翰走路 黑紅寶石 蘇格蘭威士忌,750.0,850.0,47.9489,35962,91902,76585,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-黑紅寶石-蘇格蘭威士忌-johnnie-walker-black-ruby-blended-whisky,할인중
雅柏 VINTAGE Y2K 24年,26500.0,28500.0,47.9489,1270646,3247161,2705968,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-vintage-y2k-24年-ardbeg-vintage-y2k-24y,할인중
麥卡倫 鳳凰蜜蘭香茶韻,5650.0,6100.0,47.9489,270911,692318,576932,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-鳳凰蜜蘭香茶韻-the-macallan-harmony-collection-inspired-by-phoenix-honey-orchid-tea,할인중
波摩 21年 雪莉桶風味,7800.0,10000.0,47.9489,374001,955767,796473,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-21年-雪莉桶風味-bowmore-21y-sherry-oak-cask,할인중
波摩 18年 雪莉桶風味,4900.0,5900.0,47.9489,234950,600419,500350,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-18年-雪莉桶風味-bowmore-18y-sherry-oak-cask,할인중
波摩 15年 雪莉桶風味,2980.0,3400.0,47.9489,142888,365153,304294,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-15年-雪莉桶風味-bowmore-15y-sherry-oak-cask,할인중
波摩 12年 雪莉桶風味,1690.0,2200.0,47.9489,81034,207084,172570,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-12年-雪莉桶風味-bowmore-12y-sherry-oak-cask,할인중
遠慕 30年 RUGGED COAST 雪莉桶風味,12000.0,13600.0,47.9489,575387,1470413,1225344,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/遠慕-30年-rugged-coast-雪莉桶風味-wildmoor-rugged-coast-30y-blended-malt-scotch-whisky,할인중
格蘭菲迪 16年 ASTON MARTIN 聯名限定版,2280.0,2900.0,47.9489,109323,279377,232814,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪-16年-aston-martin-聯名限定版-glenfiddich-16y-aston-martin-limited-edition,할인중
雅柏 19年 第七版,9600.0,10300.0,47.9489,460309,1176329,980274,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-19年-第七版-ardbeg-traigh-bhan-19y-batch-7,할인중
格蘭哥尼 森藏雪莉單桶系列 2013歐洲橡木單桶 CASK NO.294,6080.0,,47.9489,291529,745008,620840,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-森藏雪莉系列-2013-歐洲橡木台灣限定單桶-no-294-glengoyne-european-oak-sherry-butt-2013-limited-release,
格蘭哥尼 12年PluX 2025年小批次限量版,1180.0,1400.0,47.9489,56580,144591,120493,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-12年plux-2025限量版-glengoyne-12y-px-cask-edition-2025,할인중
泰斯卡 蔚藍之星,1880.0,2600.0,47.9489,90144,230365,191971,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/泰斯卡-蔚藍之星-talisker-the-wild-blue-limited-edition,할인중
皇家禮炮 王者加冕限定版 國王查爾斯三世紀念款,800000.0,,47.9489,38359120,98027498,81689582,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-王者加冕限定版-國王查爾斯三世紀念款-royal-salute-the-coronation-of-king-charles-iii-edition,
皇家禮炮 62禮讚 (新版),87000.0,90000.0,47.9489,4171554,10660490,8883741,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-62禮讚-新版-royal-salute-62-gun,할인중
紅馥 21年 單一蒸餾器 愛爾蘭威士忌,6600.0,7800.0,47.9489,316463,808728,673940,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/紅馥-21年-單一蒸餾器-愛爾蘭威士忌-redbreast-21y-single-pot-still-irish-whiskey,할인중
紅馥 12年 單一蒸餾器愛爾蘭威士忌,1280.0,1380.0,47.9489,61375,156845,130704,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/紅馥-12年單一蒸餾-redbreast-12-single-pot-still-irish-whiskey,할인중
雅柏 神話選輯 傳奇三部曲「貝希爾」大蛇,5200.0,5800.0,47.9489,249334,637178,530982,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-神話選集傳奇三部曲-貝希爾-大蛇-ardbeg-anthology-the-beithirs-tale-limited-edition,할인중
噶瑪蘭 泥煤探尋者 波本桶泥煤威士忌原酒,3200.0,3500.0,47.9489,153436,392109,326757,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-泥煤探尋者-波本桶泥煤威士忌原酒-kavalan-peatist-ex-bourbon-cask-single-cask-strength-single-malt-whisky,할인중
噶瑪蘭 泥煤探尋者 OLOROSO 雪莉桶泥煤威士忌原酒,3200.0,3500.0,47.9489,153436,392109,326757,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-泥煤探尋者-oloroso-雪莉桶泥煤威士忌原酒-kavalan-peatist-oloroso-sherry-cask-single-cask-strength-single-malt-whisky,할인중
日之丸 極選雙重奏單桶原酒 波本桶&櫻花木桶,4880.0,5150.0,47.9489,233991,597969,498307,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/日之丸-極選雙重奏單桶原酒-波本桶-櫻花木桶-hinomaru-bourbon-sakura-single-cask-limited-edition,할인중
麥卡倫 15年雪莉雙桶 (新包裝),3630.0,4200.0,47.9489,174055,444801,370668,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-15年雪莉雙桶-新包裝-the-macallan-double-cask-15y-new-package,할인중
麥卡倫 12年雪莉桶 (新包裝),2399.0,2600.0,47.9489,115029,293959,244966,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-12年雪莉桶-新包裝-the-macallan-sherry-oak-12y-new-package,할인중
麥卡倫 12年雪莉雙桶 (新包裝),1580.0,1650.0,47.9489,75759,193604,161336,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-12年雪莉雙桶-新包裝-the-macallan-double-cask-12y-new-package,할인중
麥卡倫 精萃世界 墨西哥,185000.0,,47.9489,8870546,22668858,18890715,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-精萃世界-墨西哥-the-macallan-distill-your-world-mexico,
大摩 築光大師系列 NO.3 2025限定版,12000.0,13000.0,47.9489,575387,1470413,1225344,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-築光大師系列-no-3-2025限定版-the-dalmore-luminary-no-3-2025-edition,할인중
麥卡倫 藝術即繁花,33800.0,39000.0,47.9489,1620673,4141662,3451385,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-藝術即繁花-the-macallan-art-is-the-flower,할인중
麥卡倫 精萃世界 香港,188000.0,,47.9489,9014393,23036462,19197051,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-精萃世界-香港-the-macallan-distill-your-world-hong-kong,
大摩 典藏珍稀年份 VINTAGE 2009,6800.0,7200.0,47.9489,326053,833235,694362,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-典藏珍稀年份-vintage-2009-dalmore-vintage-2009-bottled-2024,할인중
雅柏 煙燻宇宙 2025,3150.0,3500.0,47.9489,151039,385983,321653,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-煙燻宇宙-2025-ardbeg-day-limited-edition-smokiverse,할인중
坦杜 時光雙璧系列 21年雪莉桶,10000.0,11400.0,47.9489,479489,1225344,1021120,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-時光雙璧系列-21年雪莉桶-tamdhu-21y-special-batch-limited-release,할인중
日之丸 台灣限定版第二版 日本單一麥芽威士忌,1920.0,2135.0,47.9489,92062,235266,196055,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/日之丸-台灣限定版第二版-日本單一麥芽威士忌-hinomaru-taiwan-exclusive-the-2nd-edition-single-malt-whisky,할인중
日之丸 台灣限定版第一版 日本單一麥芽威士忌,1920.0,2135.0,47.9489,92062,235266,196055,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/日之丸-台灣限定版第一版-日本單一麥芽威士忌-hinomaru-taiwan-exclusive-the-1st-edition-single-malt-whisky,할인중
