위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
쿠라 12년 아와모리 700ml,쿠라,132.6,48.0,204.0,255.0,20.0,19,0,0.0,6,Y,1211:블렌디드 위스키,5157335,254631000013,https://www.shilladfs.com/estore/kr/ko/p/5157335
마르스 이와이 750ml,마르스,37.44,42.0,52.0,65.0,20.0,26,0,0.0,6,Y,1211:블렌디드 위스키,5157344,254631000006,https://www.shilladfs.com/estore/kr/ko/p/5157344
마르스 몰티지 코스모 700ml,마르스,79.488,42.0,110.4,138.0,20.0,12,0,0.0,6,Y,1211:블렌디드 위스키,5157332,254631000008,https://www.shilladfs.com/estore/kr/ko/p/5157332
쿠라요시 레귤러 700ml,마츠이,50.76,46.0,50.76,94.0,46.0,12,0,0.0,6,Y,1211:블렌디드 위스키,5157348,254631000014,https://www.shilladfs.com/estore/kr/ko/p/5157348
쿠라요시 셰리 700ml,마츠이,57.75,45.0,57.75,105.0,45.0,22,0,0.0,6,Y,1211:블렌디드 위스키,5157336,254631000015,https://www.shilladfs.com/estore/kr/ko/p/5157336
쿠라요시 12년 셰리 700ml,마츠이,74.25,45.0,74.25,135.0,45.0,13,0,0.0,6,Y,1211:블렌디드 위스키,5157349,254631000016,https://www.shilladfs.com/estore/kr/ko/p/5157349
쿠라요시 12년 몰트 700ml,마츠이,102.85,45.0,102.85,187.0,45.0,25,0,0.0,6,Y,1211:블렌디드 위스키,5157350,254631000017,https://www.shilladfs.com/estore/kr/ko/p/5157350
마츠이 미즈나라 캐스크 700ml,마츠이,57.0,40.0,76.0,95.0,20.0,35,0,0.0,0,N,1220:싱글몰트 위스키,5157337,254631000018,https://www.shilladfs.com/estore/kr/ko/p/5157337
마츠이 사쿠라 캐스크 700ml,마츠이,57.0,40.0,76.0,95.0,20.0,38,0,0.0,6,Y,1220:싱글몰트 위스키,5157338,254631000019,https://www.shilladfs.com/estore/kr/ko/p/5157338
니카 테일러드 700ml,니카,81.0,40.0,108.0,135.0,20.0,67,1,10.0,0,N,1211:블렌디드 위스키,5157353,254631000023,https://www.shilladfs.com/estore/kr/ko/p/5157353
니카 더 세션 700ml,니카,40.81,47.0,40.81,77.0,47.0,24,0,0.0,6,Y,1211:블렌디드 위스키,5157340,254631000024,https://www.shilladfs.com/estore/kr/ko/p/5157340
수퍼 니카 700ml,니카,36.04,47.0,36.04,68.0,47.0,27,0,0.0,6,Y,1211:블렌디드 위스키,5157341,254631000025,https://www.shilladfs.com/estore/kr/ko/p/5157341
더 글렌그란트 12년 1000ml,더 글렌그란트,36.66,53.0,36.66,78.0,53.0,264,0,0.0,6,Y,1220:싱글몰트 위스키,5224926,257131000005,https://www.shilladfs.com/estore/kr/ko/p/5224926
달모어 2008 빈티지 700ml,달모어,,,213.75,225.0,5.0,251,2,10.0,0,N,1220:싱글몰트 위스키,5222079,114431000092,https://www.shilladfs.com/estore/kr/ko/p/5222079
그라함 트레블러 팩 200ml*3,그라함,37.259,50.0,70.3,74.0,5.0,265,1,10.0,0,N,1221:와인/샴페인,5222078,154531000007,https://www.shilladfs.com/estore/kr/ko/p/5222078
그라함 블렌드 화이트 No.5 750ml,그라함,22.154,50.0,41.8,44.0,5.0,127,3,8.0,0,N,1221:와인/샴페인,5222077,154531000006,https://www.shilladfs.com/estore/kr/ko/p/5222077
짐빔 베이커스 BBN 750ml,짐빔,45.315000000000005,50.0,85.5,90.0,5.0,94,0,0.0,6,Y,1211:블렌디드 위스키,5221867,109831000029,https://www.shilladfs.com/estore/kr/ko/p/5221867
타운브랜치 켄터키 싱글 몰트 7년 750ml,타운브랜치,27.6,54.0,27.6,60.0,54.0,19,0,0.0,6,Y,1220:싱글몰트 위스키,5219708,262731000002,https://www.shilladfs.com/estore/kr/ko/p/5219708
타운브랜치 트루 케스크 버번 750ml,타운브랜치,36.582,45.0,46.9,67.0,30.0,40,0,0.0,2,Y,1211:블렌디드 위스키,5219706,262731000003,https://www.shilladfs.com/estore/kr/ko/p/5219706
패터캐른 23년 700ml,패터캐른,161.46,46.0,269.1,299.0,10.0,182,2,8.0,5,Y,1220:싱글몰트 위스키,5219288,114431000087,https://www.shilladfs.com/estore/kr/ko/p/5219288
패터캐른 28년 700ml,패터캐른,881.6,5.0,881.6,928.0,5.0,38,0,0.0,6,Y,1220:싱글몰트 위스키,5219286,114431000088,https://www.shilladfs.com/estore/kr/ko/p/5219286
패터캐른 16년 1000ml,패터캐른,74.8125,40.0,118.75,125.0,5.0,13,0,0.0,0,N,1220:싱글몰트 위스키,5219285,114431000086,https://www.shilladfs.com/estore/kr/ko/p/5219285
패터캐른 12년 PX 1000ml,패터캐른,39.78,53.0,76.5,85.0,10.0,15,0,0.0,0,N,1220:싱글몰트 위스키,5219284,114431000085,https://www.shilladfs.com/estore/kr/ko/p/5219284
골든블랑 CHAMPAGNE SIX STAR BLUE 750ml,골든블랑,181.35,44.0,292.5,325.0,10.0,16,0,0.0,0,N,1221:와인/샴페인,5219554,254731000008,https://www.shilladfs.com/estore/kr/ko/p/5219554
골든블랑 CHAMPAGNE SEVEN STAR PURPLE 750ml,골든블랑,836.4419999999999,44.0,1349.1,1499.0,10.0,11,0,0.0,0,N,1221:와인/샴페인,5219731,254731000007,https://www.shilladfs.com/estore/kr/ko/p/5219731
골든블랑 CHAMPAGNE SIX STAR PURPLE 750ml,골든블랑,181.35,44.0,292.5,325.0,10.0,18,0,0.0,2,Y,1221:와인/샴페인,5219236,254731000006,https://www.shilladfs.com/estore/kr/ko/p/5219236
골든블랑 CHAMPAGNE SIX STAR GREEN 750ml,골든블랑,181.35,44.0,292.5,325.0,10.0,8,0,0.0,1,Y,1221:와인/샴페인,5219235,254731000005,https://www.shilladfs.com/estore/kr/ko/p/5219235
브룩라디 Port Charlotte 10년 1000ml,브룩라디,,,109.25,115.0,5.0,196,0,0.0,0,N,1220:싱글몰트 위스키,5208379,085131000069,https://www.shilladfs.com/estore/kr/ko/p/5208379
부쉬밀 버번 캐스크 15년 700ml,부쉬밀,53.865,40.0,85.5,90.0,5.0,196,2,10.0,6,Y,1220:싱글몰트 위스키,5200759,130531000020,https://www.shilladfs.com/estore/kr/ko/p/5200759
부쉬밀 포트캐스크 25년 700ml,부쉬밀,538.65,40.0,855.0,900.0,5.0,121,0,0.0,5,Y,1220:싱글몰트 위스키,5200753,130531000022,https://www.shilladfs.com/estore/kr/ko/p/5200753
더 크라켄 블랙 스파이시 럼 1000ml,더 크라켄 블랙 스파이시드 럼,25.137,40.0,39.9,42.0,5.0,13,0,0.0,2,Y,1226:스피릿,5200750,130531000016,https://www.shilladfs.com/estore/kr/ko/p/5200750
호세쿠엘보 1800 데킬라 아네호 700ml,호세쿠엘보,32.4,46.0,32.4,60.0,46.0,274,4,9.0,0,N,1226:스피릿,5200748,130531000011,https://www.shilladfs.com/estore/kr/ko/p/5200748
골든블랑 CHAMPAGNEROSE 750ml,골든블랑,49.92,52.0,49.92,104.0,52.0,52,0,0.0,6,Y,1221:와인/샴페인,5200621,254731000002,https://www.shilladfs.com/estore/kr/ko/p/5200621
발베니 30년 Rare Marrige 700ml ,발베니,3484.2,40.0,3484.2,5807.0,40.0,139,0,0.0,5,Y,1220:싱글몰트 위스키,5188629,112231000032,https://www.shilladfs.com/estore/kr/ko/p/5188629
보타니스트 Botanist Strength 700ml,보타니스트,25.137,40.0,39.9,42.0,5.0,16,0,0.0,0,N,1226:스피릿,5186676,085131000066,https://www.shilladfs.com/estore/kr/ko/p/5186676
"살트램, 1859 에덴 밸리 샤르도네 2021 750ml ",에노테카,13.275000000000002,47.0,22.5,25.0,10.0,57,0,0.0,6,Y,1221:와인/샴페인,5179710,126931000030,https://www.shilladfs.com/estore/kr/ko/p/5179710
산토리 월드 위스키 아오 700ml,산토리,37.544000000000004,51.0,72.2,76.0,5.0,396,2,10.0,0,N,1211:블렌디드 위스키,5176108,114131000032,https://www.shilladfs.com/estore/kr/ko/p/5176108
골든블랑 CHAMPAGNE  BRUT 750ml,골든블랑,41.28,52.0,41.28,86.0,52.0,140,1,10.0,6,Y,1221:와인/샴페인,5174762,254731000001,https://www.shilladfs.com/estore/kr/ko/p/5174762
와일드터키 LONGBRANCH 1000ml,와일드터키,30.74,47.0,30.74,58.0,47.0,135,2,10.0,6,Y,1211:블렌디드 위스키,5173188,257231000001,https://www.shilladfs.com/estore/kr/ko/p/5173188
스카이 보드카 1L,캄파리,13.2,56.0,13.2,30.0,56.0,9,0,0.0,6,Y,1226:스피릿,5173187,256731000004,https://www.shilladfs.com/estore/kr/ko/p/5173187
캄파리 APEROL 1000ml,캄파리,13.5945,50.0,25.65,27.0,5.0,41,0,0.0,0,N,1226:스피릿,5173186,256731000002,https://www.shilladfs.com/estore/kr/ko/p/5173186
탐나불린 올로로소 1000ml,탐나불린,23.85,55.0,23.85,53.0,55.0,107,1,8.0,0,N,1220:싱글몰트 위스키,5166853,114431000073,https://www.shilladfs.com/estore/kr/ko/p/5166853
달모어 30년 700ml,달모어,,,5890.0,6200.0,5.0,10,0,0.0,1,Y,1220:싱글몰트 위스키,5166852,114431000058,https://www.shilladfs.com/estore/kr/ko/p/5166852
주라 28년 700ml,주라,395.352,35.0,581.4,612.0,5.0,91,0,0.0,0,N,1220:싱글몰트 위스키,5166849,114431000046,https://www.shilladfs.com/estore/kr/ko/p/5166849
주라 21년 타임 700ml,주라,98.1,55.0,163.5,218.0,25.0,176,0,0.0,0,N,1220:싱글몰트 위스키,5166847,114431000045,https://www.shilladfs.com/estore/kr/ko/p/5166847
주라 더 팹스 700ml,주라,64.152,51.0,118.8,132.0,10.0,89,2,10.0,6,Y,1220:싱글몰트 위스키,5166844,114431000041,https://www.shilladfs.com/estore/kr/ko/p/5166844
주라 더 베이  1000ml,주라,41.65,51.0,41.65,85.0,51.0,29,0,0.0,6,Y,1220:싱글몰트 위스키,5166842,114431000039,https://www.shilladfs.com/estore/kr/ko/p/5166842
주라 더 사운드 1000ml,주라,29.9,54.0,29.9,65.0,54.0,24,0,0.0,6,Y,1220:싱글몰트 위스키,5166841,114431000038,https://www.shilladfs.com/estore/kr/ko/p/5166841
달모어 40년 700ML,달모어,,,14440.0,15200.0,5.0,11,0,0.0,0,N,1220:싱글몰트 위스키,5166839,114431000036,https://www.shilladfs.com/estore/kr/ko/p/5166839
보모어 15년 골든앤엘레강트 1000ml,보모어,,,99.75,105.0,5.0,726,3,10.0,0,N,1220:싱글몰트 위스키,5166833,114231000013,https://www.shilladfs.com/estore/kr/ko/p/5166833
오켄토션 다크 오크 1000ml,오켄토션,40.824000000000005,50.0,72.9,81.0,10.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5166758,114231000029,https://www.shilladfs.com/estore/kr/ko/p/5166758
팔린다 와인 메를로레드와인(2013년) 750ml & 바이오니어화이트와인(2011년) 750ml ,팔린다 와인,66.69,43.0,111.15,117.0,5.0,2,0,0.0,6,Y,1221:와인/샴페인,5157073,255131000010,https://www.shilladfs.com/estore/kr/ko/p/5157073
팔린다 와인 체닌블랑 화이트와인(2018년) 750ml,팔린다 와인,30.21,43.0,50.35,53.0,5.0,4,0,0.0,2,Y,1221:와인/샴페인,5157071,255131000006,https://www.shilladfs.com/estore/kr/ko/p/5157071
팔린다 와인 까베르네 레드와인(2011년) 750ml,팔린다 와인,43.89,43.0,73.15,77.0,5.0,5,0,0.0,6,Y,1221:와인/샴페인,5157070,255131000005,https://www.shilladfs.com/estore/kr/ko/p/5157070
팔린다 와인 메를로 레드와인(2013년) 750ml,팔린다 와인,39.9,43.0,66.5,70.0,5.0,8,0,0.0,6,Y,1221:와인/샴페인,5157069,255131000003,https://www.shilladfs.com/estore/kr/ko/p/5157069
팔린다 와인 클래식 화이트와인(2014년) 750ml,팔린다 와인,22.79,47.0,22.79,43.0,47.0,6,0,0.0,6,Y,1221:와인/샴페인,5157068,255131000002,https://www.shilladfs.com/estore/kr/ko/p/5157068
팔린다 와인 쉬라즈 레드 (2011년) 750ml & ChnnBlanc 화이트(2018년) Wine 750ml,팔린다 와인,60.84,48.0,60.84,117.0,48.0,4,0,0.0,6,Y,1221:와인/샴페인,5157067,255131000011,https://www.shilladfs.com/estore/kr/ko/p/5157067
팔린다 와인 쉬라즈레드와인(2010년) 750ml & 클래식화이트와인(2014년) 750ml ,팔린다 와인,53.01,43.0,88.35,93.0,5.0,2,0,0.0,6,Y,1221:와인/샴페인,5157066,255131000009,https://www.shilladfs.com/estore/kr/ko/p/5157066
팔린다 와인 바이오니어 레드와인(2015년) 750ml,팔린다 와인,43.99,47.0,43.99,83.0,47.0,1,0,0.0,6,Y,1221:와인/샴페인,5157065,255131000008,https://www.shilladfs.com/estore/kr/ko/p/5157065
팔린다 와인 쉬라즈 레드와인(2010년) 750ml,팔린다 와인,34.199999999999996,43.0,57.0,60.0,5.0,5,0,0.0,6,Y,1221:와인/샴페인,5157063,255131000001,https://www.shilladfs.com/estore/kr/ko/p/5157063
블랙 니카 스페셜 720ml,니카,16.43,47.0,16.43,31.0,47.0,81,0,0.0,6,Y,1227:기타 주류,5157352,254631000022,https://www.shilladfs.com/estore/kr/ko/p/5157352
우미키 750ml,우미키,43.8,40.0,58.4,73.0,20.0,1,0,0.0,6,Y,1211:블렌디드 위스키,5157343,254631000004,https://www.shilladfs.com/estore/kr/ko/p/5157343
미노키 700ml,미노키,43.2,40.0,57.6,72.0,20.0,0,0,0.0,6,Y,1226:스피릿,5157331,254631000005,https://www.shilladfs.com/estore/kr/ko/p/5157331
본테라 버틀러 2020 750ml ,와인나라,64.97999999999999,43.0,108.3,114.0,5.0,12,0,0.0,6,Y,1221:와인/샴페인,5152086,115431000109,https://www.shilladfs.com/estore/kr/ko/p/5152086
본테라 맥냅 2020 750ml ,와인나라,62.699999999999996,43.0,104.5,110.0,5.0,5,0,0.0,6,Y,1221:와인/샴페인,5152084,115431000108,https://www.shilladfs.com/estore/kr/ko/p/5152084
오르벤 750ml,와인나라,36.821999999999996,35.0,54.15,57.0,5.0,3,0,0.0,0,N,1221:와인/샴페인,5152081,115431000104,https://www.shilladfs.com/estore/kr/ko/p/5152081
"루이 라뚜르, 샤도네이 750ml",와인나라,21.963999999999995,35.0,32.3,34.0,5.0,28,0,0.0,0,N,1221:와인/샴페인,5152078,115431000101,https://www.shilladfs.com/estore/kr/ko/p/5152078
생클레어 파이오니어 블락 소비뇽 블랑 2022 750ml ,신세계 L&B,15.162000000000003,46.0,26.6,28.0,5.0,173,1,10.0,0,N,1221:와인/샴페인,5152383,115331000184,https://www.shilladfs.com/estore/kr/ko/p/5152383
"투핸즈, 엔젤스 쉐어 쉬라즈 750ml",신세계 L&B,22.049999999999997,37.0,31.5,35.0,10.0,158,1,10.0,0,N,1221:와인/샴페인,5152380,115331000176,https://www.shilladfs.com/estore/kr/ko/p/5152380
울프블라스 블랙라벨 2017 750ml ,신세계 L&B,102.50999999999999,40.0,153.0,170.0,10.0,10,0,0.0,1,Y,1221:와인/샴페인,5152377,115331000180,https://www.shilladfs.com/estore/kr/ko/p/5152377
"투핸즈, 해리엇 가든 쉬라즈 750ml",신세계 L&B,40.071000000000005,46.0,70.3,74.0,5.0,49,0,0.0,0,N,1221:와인/샴페인,5152376,115331000178,https://www.shilladfs.com/estore/kr/ko/p/5152376
펜폴즈 맥스 샤르도네 750ml,펜폴즈,20.900000000000002,48.0,38.0,40.0,5.0,18,0,0.0,0,N,1221:와인/샴페인,5151155,195231000020,https://www.shilladfs.com/estore/kr/ko/p/5151155
펜폴즈 파덜 그랜드 타우니 10년 750ml,펜폴즈,24.5575,48.0,44.65,47.0,5.0,31,1,10.0,0,N,1221:와인/샴페인,5151038,195231000019,https://www.shilladfs.com/estore/kr/ko/p/5151038
보데가스 이자디 크리안자 750ml,와인나라,22.61,35.0,33.25,35.0,5.0,8,0,0.0,0,N,1221:와인/샴페인,5147036,115431000086,https://www.shilladfs.com/estore/kr/ko/p/5147036
룩 벨레어 로제 NV 750ml ,와인나라,38.114,35.0,56.05,59.0,5.0,12,0,0.0,0,N,1221:와인/샴페인,5147032,115431000080,https://www.shilladfs.com/estore/kr/ko/p/5147032
주라 1993 700ml,주라,893.0,5.0,893.0,940.0,5.0,50,0,0.0,6,Y,1220:싱글몰트 위스키,5125161,114431000077,https://www.shilladfs.com/estore/kr/ko/p/5125161
달모어 트리오 1000ml,달모어,,,99.75,105.0,5.0,228,1,10.0,0,N,1220:싱글몰트 위스키,5125160,114431000076,https://www.shilladfs.com/estore/kr/ko/p/5125160
산타 마게리타 밀리움 화이트 2022 750ml,산타 마게리타,16.59,45.0,21.0,30.0,30.0,18,1,10.0,2,Y,1221:와인/샴페인,5114837,185431000007,https://www.shilladfs.com/estore/kr/ko/p/5114837
산타 마게리타 밀리움 레드 2021 750ml,산타 마게리타,18.802000000000003,45.0,23.8,34.0,30.0,14,0,0.0,1,Y,1221:와인/샴페인,5114836,185431000006,https://www.shilladfs.com/estore/kr/ko/p/5114836
산타 마게리타 라몰레 디 라몰레 라레알레 2019 750ml,산타 마게리타,29.862,45.0,37.8,54.0,30.0,7,0,0.0,0,N,1221:와인/샴페인,5114835,185431000005,https://www.shilladfs.com/estore/kr/ko/p/5114835
산타 마게리타 라몰레 디 라몰레 마찌올로 750ml,산타 마게리타,23.226,45.0,29.4,42.0,30.0,38,0,0.0,0,N,1221:와인/샴페인,5114834,185431000004,https://www.shilladfs.com/estore/kr/ko/p/5114834
펠러 트레블 팩 아이스 와인 50ml*6,펠러,45.486000000000004,46.0,79.8,84.0,5.0,80,0,0.0,0,N,1221:와인/샴페인,5114832,117631000007,https://www.shilladfs.com/estore/kr/ko/p/5114832
"펠러 오크 에이지, 까베르네 프랑 투팩 아이스 와인 375ml*2",펠러,94.22100000000002,46.0,165.3,174.0,5.0,56,1,6.0,0,N,1221:와인/샴페인,5114831,117631000009,https://www.shilladfs.com/estore/kr/ko/p/5114831
펠러 오크 에이지 아이스 와인 375ml,펠러,44.944500000000005,46.0,78.85,83.0,5.0,19,0,0.0,0,N,1221:와인/샴페인,5114830,117631000006,https://www.shilladfs.com/estore/kr/ko/p/5114830
메종에브라 조세핀 드 보이드 2012 750ml,메종에브라,26.208000000000002,50.0,46.8,52.0,10.0,9,0,0.0,0,N,1221:와인/샴페인,5114508,117331000009,https://www.shilladfs.com/estore/kr/ko/p/5114508
로랑 페리에 블랑 드 블랑 750ml,로랑 페리에,106.59,43.0,177.65,187.0,5.0,354,0,0.0,0,N,1221:와인/샴페인,5114507,117231000009,https://www.shilladfs.com/estore/kr/ko/p/5114507
까뮤 VSOP 1000ml,까뮤,54.269999999999996,40.0,81.0,90.0,10.0,273,2,10.0,0,N,1213:꼬냑,5108366,070031000037,https://www.shilladfs.com/estore/kr/ko/p/5108366
폴리냑 VSOP 1000ml,폴리냑,43.32600000000001,48.0,74.7,83.0,10.0,17,0,0.0,0,N,1213:꼬냑,5104886,109431000006,https://www.shilladfs.com/estore/kr/ko/p/5104886
단즈카 그레이프 후르츠 1000ml,단즈카,11.020000000000001,45.0,19.0,20.0,5.0,10,0,0.0,6,Y,1226:스피릿,5104884,130631000008,https://www.shilladfs.com/estore/kr/ko/p/5104884
폴리냑 XO 로얄 700ml,폴리냑,97.09200000000001,48.0,167.4,186.0,10.0,47,0,0.0,0,N,1213:꼬냑,5104879,109431000004,https://www.shilladfs.com/estore/kr/ko/p/5104879
바카디 10년 1L,바카디,34.632,53.0,66.6,74.0,10.0,31,1,10.0,4,Y,1226:스피릿,5102015,113431000026,https://www.shilladfs.com/estore/kr/ko/p/5102015
바카디 16년 1000ml,바카디,80.845,30.0,109.25,115.0,5.0,17,0,0.0,0,N,1226:스피릿,5102014,113431000025,https://www.shilladfs.com/estore/kr/ko/p/5102014
바카디 SPICED 1000ml,바카디,11.75,53.0,11.75,25.0,53.0,8,0,0.0,6,Y,1226:스피릿,5102013,113431000024,https://www.shilladfs.com/estore/kr/ko/p/5102013
에버펠디 16년 1000ml,듀어스,80.99700000000001,45.0,139.65,147.0,5.0,52,0,0.0,0,N,1220:싱글몰트 위스키,5102010,113531000028,https://www.shilladfs.com/estore/kr/ko/p/5102010
올트모어 12년 1000ml,올트모어,46.02,56.0,78.0,104.0,25.0,178,0,0.0,0,N,1220:싱글몰트 위스키,5102008,113531000018,https://www.shilladfs.com/estore/kr/ko/p/5102008
보타니스트 ISLAY DRY GIN 200ml,보타니스트,8.038799999999998,43.0,8.12,14.0,42.0,12,0,0.0,6,Y,1226:스피릿,5100091,085131000040,https://www.shilladfs.com/estore/kr/ko/p/5100091
보타니스트 ISLAY DRY GIN 1000ml ,보타니스트,28.6,48.0,28.6,55.0,48.0,16,0,0.0,6,Y,1226:스피릿,5100090,085131000039,https://www.shilladfs.com/estore/kr/ko/p/5100090
레미마틴 XO 1500ml,레미마틴,291.5,47.0,291.5,550.0,47.0,55,0,0.0,6,Y,1213:꼬냑,5100212,085131000041,https://www.shilladfs.com/estore/kr/ko/p/5100212
잭다니엘 보틀 인 본드 1000ml,잭다니엘,19.494000000000003,49.0,36.1,38.0,5.0,237,2,10.0,0,N,1211:블렌디드 위스키,5088304,114931000027,https://www.shilladfs.com/estore/kr/ko/p/5088304
몰트락 20년 750ml,몰트락,151.525,45.0,261.25,275.0,5.0,107,0,0.0,0,N,1220:싱글몰트 위스키,5082283,111231000019,https://www.shilladfs.com/estore/kr/ko/p/5082283
글렌리벳 TGL TCM DR 1000ml,글렌리벳,44.289,30.0,59.85,63.0,5.0,87,1,10.0,6,Y,1220:싱글몰트 위스키,5081233,110431000017,https://www.shilladfs.com/estore/kr/ko/p/5081233
Scapa Glansa 700ml,글렌리벳,45.695,30.0,61.75,65.0,5.0,17,0,0.0,6,Y,1220:싱글몰트 위스키,5081228,110431000013,https://www.shilladfs.com/estore/kr/ko/p/5081228
시바스리갈 XV 1000ml,시바스리갈,40.18,51.0,40.18,82.0,51.0,34,0,0.0,6,Y,1211:블렌디드 위스키,5076120,110331000021,https://www.shilladfs.com/estore/kr/ko/p/5076120
펜폴즈 맥스 시라즈 까베르네 750ml,펜폴즈,20.520000000000003,49.0,38.0,40.0,5.0,11,0,0.0,0,N,1221:와인/샴페인,5070910,195231000006,https://www.shilladfs.com/estore/kr/ko/p/5070910
펜폴즈 빈 138 시라 750ml,펜폴즈,33.962500000000006,48.0,61.75,65.0,5.0,27,0,0.0,0,N,1221:와인/샴페인,5070908,195231000004,https://www.shilladfs.com/estore/kr/ko/p/5070908
펜폴즈 맥스 시라 750ml,펜폴즈,20.520000000000003,49.0,38.0,40.0,5.0,10,0,0.0,0,N,1221:와인/샴페인,5070907,195231000001,https://www.shilladfs.com/estore/kr/ko/p/5070907
펜폴즈 빈 128 시라 750ml,펜폴즈,36.708,47.0,65.55,69.0,5.0,32,0,0.0,0,N,1221:와인/샴페인,5070906,195231000003,https://www.shilladfs.com/estore/kr/ko/p/5070906
펜폴즈 빈 28 시라 750ml,펜폴즈,37.467999999999996,35.0,55.1,58.0,5.0,63,0,0.0,0,N,1221:와인/샴페인,5070905,195231000002,https://www.shilladfs.com/estore/kr/ko/p/5070905
MALIBU 1000ml,깔루아,13.77,49.0,13.77,27.0,49.0,39,0,0.0,6,Y,1226:스피릿,5070883,130731000002,https://www.shilladfs.com/estore/kr/ko/p/5070883
깔루아 KAHLUA 1000ml,깔루아,14.31,47.0,14.31,27.0,47.0,58,1,10.0,6,Y,1226:스피릿,5070882,130731000001,https://www.shilladfs.com/estore/kr/ko/p/5070882
